,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,DepDateTime,DepHour,DepDelay_30min,ArrDelay_30min,airport_Origin,lat_Origin,long_Origin,airport_Dest,lat_Dest,long_Dest,YearMon
911739,2008,1,19,6,1337.0,1330,1628.0,1633,EV,4893,N935EV,111.0,123.0,94.0,-5.0,7.0,OKC,ATL,761,8.0,9.0,0,,0,,,,,,2008-01-19,"[1300, 1400)","[0, 30)","[-30, 0)",Will Rogers World,35.39308833,-97.60073389,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-01-01
6457589,2008,4,7,1,950.0,956,1048.0,1104,OO,4048,N614SK,58.0,68.0,39.0,-16.0,-6.0,SLC,JAC,205,4.0,15.0,0,,0,,,,,,2008-04-07,"[900, 1000)","[-30, 0)","[-30, 0)",Salt Lake City Intl,40.78838778,-111.9777731,Jackson Hole,43.60732417,-110.7377389,2008-04-01
2750008,2008,10,2,4,1346.0,1345,1456.0,1500,WN,1832,N771SA,70.0,75.0,51.0,-4.0,1.0,SJC,LAX,308,8.0,11.0,0,,0,,,,,,2008-10-02,"[1300, 1400)","[0, 30)","[-30, 0)",San Jose International,37.36186194,-121.92900890000001,Los Angeles International,33.94253611,-118.40807439999999,2008-10-01
1003130,2008,4,25,5,1836.0,1843,2035.0,2040,DL,1845,N627DL,119.0,117.0,85.0,-5.0,-7.0,BWI,ATL,576,13.0,21.0,0,,0,,,,,,2008-04-25,"[1800, 1900)","[-30, 0)","[-30, 0)",Baltimore-Washington International,39.17540167,-76.66819833,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-04-01
7004439,2008,4,8,2,1934.0,1952,2012.0,2036,AS,153,N768AS,38.0,44.0,31.0,-24.0,-18.0,OTZ,OME,183,2.0,5.0,0,,0,,,,,,2008-04-08,"[1900, 2000)","[-30, 0)","[-30, 0)",Ralph Wien Memorial,66.88467694,-162.5985497,Nome,64.51220222,-165.4452458,2008-04-01
2745269,2008,4,23,3,2039.0,2040,2138.0,2200,WN,200,N316SW,59.0,80.0,49.0,-22.0,-1.0,SJC,LAX,308,5.0,5.0,0,,0,,,,,,2008-04-23,"[2000, 2100)","[-30, 0)","[-30, 0)",San Jose International,37.36186194,-121.92900890000001,Los Angeles International,33.94253611,-118.40807439999999,2008-04-01
6822841,2008,8,19,2,1840.0,1845,2116.0,2123,OO,6678,N919SW,96.0,98.0,74.0,-7.0,-5.0,DEN,BIS,517,4.0,18.0,0,,0,,,,,,2008-08-19,"[1800, 1900)","[-30, 0)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,Bismarck Municipal,46.77411111,-100.74672220000001,2008-08-01
540924,2008,12,24,3,948.0,940,1433.0,1232,B6,504,N598JB,285.0,172.0,146.0,121.0,8.0,FLL,EWR,1065,7.0,132.0,0,,0,8.0,0.0,113.0,0.0,0.0,2008-12-24,"[900, 1000)","[0, 30)","[120, 150)",Fort Lauderdale-Hollywood Int'l,26.07258333,-80.15275,Newark Intl,40.69249722,-74.16866056,2008-12-01
3270749,2008,10,1,3,1123.0,1134,1301.0,1313,UA,147,N805UA,98.0,99.0,62.0,-12.0,-11.0,SAN,SFO,447,17.0,19.0,0,,0,,,,,,2008-10-01,"[1100, 1200)","[-30, 0)","[-30, 0)",San Diego International-Lindbergh ,32.73355611,-117.1896567,San Francisco International,37.61900194,-122.3748433,2008-09-01
870669,2008,12,21,7,539.0,535,754.0,750,9E,5810,96019E,75.0,75.0,52.0,4.0,4.0,JAN,ATL,341,10.0,13.0,0,,0,,,,,,2008-12-21,"[500, 600)","[0, 30)","[0, 30)",Jackson International,32.31116667,-90.07588889,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-12-01
5186001,2008,12,20,6,1459.0,1440,1557.0,1535,AA,650,N492AA,58.0,55.0,31.0,22.0,19.0,DFW,OKC,175,8.0,19.0,0,,0,19.0,0.0,3.0,0.0,0.0,2008-12-20,"[1400, 1500)","[0, 30)","[0, 30)",Dallas-Fort Worth International,32.89595056,-97.0372,Will Rogers World,35.39308833,-97.60073389,2008-12-01
2630952,2008,4,19,6,1936.0,1940,2059.0,2103,DL,1218,N3734B,83.0,83.0,63.0,-4.0,-4.0,CVG,DCA,411,7.0,13.0,0,,0,,,,,,2008-04-19,"[1900, 2000)","[-30, 0)","[-30, 0)",Cincinnati Northern Kentucky Intl,39.04614278,-84.6621725,Ronald Reagan Washington National,38.85208333,-77.03772222,2008-04-01
6835647,2008,7,26,6,925.0,930,1047.0,1050,MQ,3575,N816AE,82.0,80.0,62.0,-3.0,-5.0,DFW,BTR,383,4.0,16.0,0,,0,,,,,,2008-07-26,"[900, 1000)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,"Baton Rouge Metropolitan, Ryan ",30.53316083,-91.14963444,2008-07-01
2216748,2008,10,5,7,1000.0,955,1407.0,1410,AA,1948,N408AA,187.0,195.0,168.0,-3.0,5.0,DFW,PHL,1302,6.0,13.0,0,,0,,,,,,2008-10-05,"[1000, 1100)","[0, 30)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Philadelphia Intl,39.87195278,-75.24114083,2008-10-01
6769460,2008,8,19,2,2122.0,2125,2219.0,2230,OO,4127,N427SW,57.0,65.0,39.0,-11.0,-3.0,SLC,HDN,251,3.0,15.0,0,,0,,,,,,2008-08-19,"[2100, 2200)","[-30, 0)","[-30, 0)",Salt Lake City Intl,40.78838778,-111.9777731,Yampa Valley,40.48118028,-107.21765970000001,2008-08-01
4248807,2008,4,12,6,1912.0,1910,1950.0,2005,WN,524,N404WN,98.0,115.0,83.0,-15.0,2.0,DEN,PHX,602,5.0,10.0,0,,0,,,,,,2008-04-12,"[1900, 2000)","[0, 30)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2008-04-01
865761,2008,6,24,2,1654.0,1700,1819.0,1839,EV,4383,N719EV,85.0,99.0,65.0,-20.0,-6.0,IND,ATL,432,7.0,13.0,0,,0,,,,,,2008-06-24,"[1600, 1700)","[-30, 0)","[-30, 0)",Indianapolis International,39.71732917,-86.29438417,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-06-01
2450381,2008,1,14,1,1607.0,1615,5.0,5,WN,61,N716SW,298.0,290.0,279.0,0.0,-8.0,LAS,MHT,2356,4.0,15.0,0,,0,,,,,,2008-01-14,"[1600, 1700)","[-30, 0)","[0, 30)",McCarran International,36.08036111,-115.15233329999998,Manchester,42.93451639,-71.43705583,2008-01-01
441572,2008,6,2,1,1353.0,1355,1514.0,1520,WN,2646,N431WN,81.0,85.0,65.0,-6.0,-2.0,BNA,MDW,395,6.0,10.0,0,,0,,,,,,2008-06-02,"[1300, 1400)","[-30, 0)","[-30, 0)",Nashville International,36.12447667,-86.67818222,Chicago Midway,41.7859825,-87.75242444,2008-06-01
3629293,2008,5,12,1,1659.0,1630,1823.0,1807,US,162,N155AW,84.0,97.0,62.0,16.0,29.0,LAS,SJC,386,6.0,16.0,0,,0,16.0,0.0,0.0,0.0,0.0,2008-05-12,"[1600, 1700)","[0, 30)","[0, 30)",McCarran International,36.08036111,-115.15233329999998,San Jose International,37.36186194,-121.92900890000001,2008-05-01
307080,2008,12,30,2,1823.0,1800,2032.0,2020,WN,3022,N378SW,129.0,140.0,113.0,12.0,23.0,BWI,MCO,787,5.0,11.0,0,,0,,,,,,2008-12-30,"[1800, 1900)","[0, 30)","[0, 30)",Baltimore-Washington International,39.17540167,-76.66819833,Orlando International,28.42888889,-81.31602778,2008-12-01
3623853,2008,11,16,7,1139.0,1140,1236.0,1250,AA,465,N5CFAA,177.0,190.0,161.0,-14.0,-1.0,DFW,SAN,1171,4.0,12.0,0,,0,,,,,,2008-11-16,"[1100, 1200)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,San Diego International-Lindbergh ,32.73355611,-117.1896567,2008-11-01
4263989,2008,4,4,5,2043.0,1955,2131.0,2045,WN,1427,N264LV,168.0,170.0,154.0,46.0,48.0,HOU,PHX,1020,6.0,8.0,0,,0,6.0,0.0,0.0,0.0,40.0,2008-04-04,"[2000, 2100)","[30, 60)","[30, 60)",William P Hobby,29.64541861,-95.27888889,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2008-04-01
5877130,2008,9,25,4,2158.0,2200,2220.0,2235,AA,495,N521AA,82.0,95.0,72.0,-15.0,-2.0,DFW,ELP,551,2.0,8.0,0,,0,,,,,,2008-09-25,"[2100, 2200)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,El Paso International,31.80666667,-106.37780559999999,2008-09-01
4105941,2008,5,18,7,1108.0,1110,1142.0,1150,WN,372,N351SW,94.0,100.0,78.0,-8.0,-2.0,DAL,ABQ,580,3.0,13.0,0,,0,,,,,,2008-05-18,"[1100, 1200)","[-30, 0)","[-30, 0)",Dallas Love ,32.84711389,-96.85177222,Albuquerque International,35.04022222,-106.6091944,2008-05-01
6367527,2008,9,22,1,620.0,625,655.0,657,YV,1001,N87353,35.0,32.0,21.0,-2.0,-5.0,OGG,HNL,100,5.0,9.0,0,,0,,,,,,2008-09-22,"[600, 700)","[-30, 0)","[-30, 0)",Kahului,20.89864972,-156.43045780000003,Honolulu International,21.31869111,-157.92240719999998,2008-09-01
2297815,2008,3,14,5,858.0,900,1111.0,1034,B6,1600,N267JB,133.0,94.0,43.0,37.0,-2.0,JFK,PWM,274,2.0,88.0,0,,0,0.0,0.0,37.0,0.0,0.0,2008-03-14,"[800, 900)","[-30, 0)","[30, 60)",John F Kennedy Intl,40.63975111,-73.77892556,Portland International Jetport,43.64616667,-70.30875,2008-03-01
2377854,2008,2,23,6,933.0,935,1213.0,1202,XE,2895,N12126,220.0,207.0,195.0,11.0,-2.0,CLE,SAT,1241,2.0,23.0,0,,0,,,,,,2008-02-23,"[900, 1000)","[-30, 0)","[0, 30)",Cleveland-Hopkins Intl,41.41089417,-81.84939667,San Antonio International,29.53369444,-98.46977778,2008-02-01
1764868,2008,6,24,2,1141.0,1140,1241.0,1248,9E,5811,80009E,60.0,68.0,41.0,-7.0,1.0,DAY,DTW,166,7.0,12.0,0,,0,,,,,,2008-06-24,"[1100, 1200)","[0, 30)","[-30, 0)",James M Cox Dayton Intl,39.90237583,-84.219375,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,2008-06-01
4762610,2008,8,17,7,1230.0,1230,1736.0,1745,AA,2446,N539AA,186.0,195.0,149.0,-9.0,0.0,LAX,DFW,1235,24.0,13.0,0,,0,,,,,,2008-08-17,"[1200, 1300)","[0, 30)","[-30, 0)",Los Angeles International,33.94253611,-118.40807439999999,Dallas-Fort Worth International,32.89595056,-97.0372,2008-08-01
4994623,2008,6,26,4,1104.0,1100,1301.0,1305,MQ,3502,N918AE,117.0,125.0,98.0,-4.0,4.0,CID,DFW,685,11.0,8.0,0,,0,,,,,,2008-06-26,"[1100, 1200)","[0, 30)","[-30, 0)",Eastern Iowa ,41.88458833,-91.71087222,Dallas-Fort Worth International,32.89595056,-97.0372,2008-06-01
1952220,2008,10,14,2,1015.0,1020,1157.0,1210,MQ,4884,N855MQ,102.0,110.0,79.0,-13.0,-5.0,DTW,LGA,501,7.0,16.0,0,,0,,,,,,2008-10-14,"[1000, 1100)","[-30, 0)","[-30, 0)",Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,LaGuardia,40.77724306,-73.87260917,2008-10-01
6207078,2008,3,11,2,1837.0,1845,1932.0,1950,OO,5712,N270YV,55.0,65.0,39.0,-18.0,-8.0,LAS,PSP,173,6.0,10.0,0,,0,,,,,,2008-03-11,"[1800, 1900)","[-30, 0)","[-30, 0)",McCarran International,36.08036111,-115.15233329999998,Palm Springs International,33.82921556,-116.5062531,2008-03-01
306806,2008,11,21,5,849.0,850,1107.0,1059,FL,466,N240AT,138.0,129.0,120.0,8.0,-1.0,BWI,MCO,787,5.0,13.0,0,,0,,,,,,2008-11-21,"[800, 900)","[-30, 0)","[0, 30)",Baltimore-Washington International,39.17540167,-76.66819833,Orlando International,28.42888889,-81.31602778,2008-11-01
5056964,2008,12,24,3,656.0,700,1322.0,1345,DL,638,N3758Y,266.0,285.0,246.0,-23.0,-4.0,PHX,JFK,2153,7.0,13.0,0,,0,,,,,,2008-12-24,"[600, 700)","[-30, 0)","[-30, 0)",Phoenix Sky Harbor International,33.43416667,-112.00805559999999,John F Kennedy Intl,40.63975111,-73.77892556,2008-12-01
6929015,2008,7,21,1,1503.0,1505,1609.0,1617,XE,2385,N17928,66.0,72.0,48.0,-8.0,-2.0,IAH,BRO,308,5.0,13.0,0,,0,,,,,,2008-07-21,"[1500, 1600)","[-30, 0)","[-30, 0)",George Bush Intercontinental,29.98047222,-95.33972222,Brownsville/S.Padre Island International,25.90683333,-97.42586111,2008-07-01
2832000,2008,9,8,1,1546.0,1545,1714.0,1705,AA,2457,N463AA,208.0,200.0,182.0,9.0,1.0,DFW,LAX,1235,9.0,17.0,0,,0,,,,,,2008-09-08,"[1500, 1600)","[0, 30)","[0, 30)",Dallas-Fort Worth International,32.89595056,-97.0372,Los Angeles International,33.94253611,-118.40807439999999,2008-09-01
5995167,2008,6,22,7,2218.0,2135,2322.0,2225,AA,1003,N4WSAA,184.0,170.0,162.0,57.0,43.0,DFW,ONT,1189,7.0,15.0,0,,0,43.0,0.0,14.0,0.0,0.0,2008-06-22,"[2200, 2300)","[30, 60)","[30, 60)",Dallas-Fort Worth International,32.89595056,-97.0372,Ontario International,34.056,-117.60119440000001,2008-06-01
1225782,2008,9,29,1,1102.0,1105,1251.0,1300,AA,570,N3CBAA,109.0,115.0,90.0,-9.0,-3.0,MIA,ATL,595,7.0,12.0,0,,0,,,,,,2008-09-29,"[1100, 1200)","[-30, 0)","[-30, 0)",Miami International,25.79325,-80.29055556,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-09-01
2447402,2008,1,25,5,2050.0,2035,2225.0,2225,OH,5009,N408CA,95.0,110.0,50.0,0.0,15.0,JFK,ROC,264,5.0,40.0,0,,0,,,,,,2008-01-25,"[2000, 2100)","[0, 30)","[0, 30)",John F Kennedy Intl,40.63975111,-73.77892556,Greater Rochester Int'l,43.11886611,-77.67238389,2008-01-01
804760,2008,9,2,2,1333.0,1312,1512.0,1450,XE,2454,N24517,99.0,98.0,73.0,22.0,21.0,MEM,IAH,469,13.0,13.0,0,,0,0.0,0.0,1.0,0.0,21.0,2008-09-02,"[1300, 1400)","[0, 30)","[0, 30)",Memphis International,35.04241667,-89.97666667,George Bush Intercontinental,29.98047222,-95.33972222,2008-09-01
3788187,2008,11,28,5,1937.0,1940,2056.0,2055,WN,322,N928WN,79.0,75.0,64.0,1.0,-3.0,BUR,SMF,358,7.0,8.0,0,,0,,,,,,2008-11-28,"[1900, 2000)","[-30, 0)","[0, 30)",Burbank-Glendale-Pasadena,34.20061917,-118.3584969,Sacramento International,38.69542167,-121.5907669,2008-11-01
3161542,2008,4,20,7,1055.0,1100,1152.0,1159,MQ,4316,N637AE,57.0,59.0,38.0,-7.0,-5.0,CID,ORD,196,6.0,13.0,0,,0,,,,,,2008-04-20,"[1000, 1100)","[-30, 0)","[-30, 0)",Eastern Iowa ,41.88458833,-91.71087222,Chicago O'Hare International,41.979595,-87.90446417,2008-04-01
6783172,2008,8,27,3,1123.0,1127,1254.0,1247,YV,7056,N454YV,91.0,80.0,67.0,7.0,-4.0,DEN,RKS,260,3.0,21.0,0,,0,,,,,,2008-08-27,"[1100, 1200)","[-30, 0)","[0, 30)",Denver Intl,39.85840806,-104.6670019,Rock Springs-Sweetwater County,41.5942175,-109.0651928,2008-08-01
5425820,2008,10,9,4,836.0,839,1340.0,1401,UA,752,N528UA,184.0,202.0,170.0,-21.0,-3.0,DEN,BWI,1491,4.0,10.0,0,,0,,,,,,2008-10-09,"[800, 900)","[-30, 0)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,Baltimore-Washington International,39.17540167,-76.66819833,2008-10-01
6747060,2008,5,3,6,1827.0,1828,1950.0,1957,UA,1229,N306UA,83.0,89.0,70.0,-7.0,-1.0,DEN,BIL,455,3.0,10.0,0,,0,,,,,,2008-05-03,"[1800, 1900)","[-30, 0)","[-30, 0)",Denver Intl,39.85840806,-104.6670019,Billings Logan Intl,45.8076625,-108.54286110000001,2008-05-01
3670985,2008,10,16,4,1011.0,1005,1107.0,1110,WN,805,N914WN,56.0,65.0,45.0,-3.0,6.0,BUR,SJC,296,3.0,8.0,0,,0,,,,,,2008-10-16,"[1000, 1100)","[0, 30)","[-30, 0)",Burbank-Glendale-Pasadena,34.20061917,-118.3584969,San Jose International,37.36186194,-121.92900890000001,2008-10-01
6615966,2008,2,5,2,1546.0,1531,1648.0,1621,NW,1769,N778NC,62.0,50.0,33.0,27.0,15.0,DTW,GRR,120,6.0,23.0,0,,0,0.0,0.0,12.0,0.0,15.0,2008-02-05,"[1500, 1600)","[0, 30)","[0, 30)",Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,Kent County International,42.88081972,-85.52276778,2008-02-01
6883725,2008,1,28,1,1956.0,1955,2049.0,2050,MQ,3873,N802AE,53.0,55.0,34.0,-1.0,1.0,DFW,SHV,190,3.0,16.0,0,,0,,,,,,2008-01-28,"[1900, 2000)","[0, 30)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Shreveport Regional,32.446627500000005,-93.82559833,2008-01-01
273241,2008,3,29,6,828.0,830,1047.0,1105,WN,2733,N714CB,139.0,155.0,118.0,-18.0,-2.0,PHL,MCO,861,6.0,15.0,0,,0,,,,,,2008-03-29,"[800, 900)","[-30, 0)","[-30, 0)",Philadelphia Intl,39.87195278,-75.24114083,Orlando International,28.42888889,-81.31602778,2008-03-01
5423063,2008,8,20,3,647.0,650,758.0,800,WN,1137,N460WN,71.0,70.0,60.0,-2.0,-3.0,CMH,BWI,336,4.0,7.0,0,,0,,,,,,2008-08-20,"[600, 700)","[-30, 0)","[-30, 0)",Port Columbus Intl,39.99798528,-82.89188278,Baltimore-Washington International,39.17540167,-76.66819833,2008-08-01
864862,2008,3,20,4,1736.0,1735,1904.0,1913,DL,1811,N920DE,88.0,98.0,66.0,-9.0,1.0,IND,ATL,432,10.0,12.0,0,,0,,,,,,2008-03-20,"[1700, 1800)","[0, 30)","[-30, 0)",Indianapolis International,39.71732917,-86.29438417,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-03-01
2380197,2008,6,9,1,601.0,600,654.0,700,WN,711,N463WN,53.0,60.0,42.0,-6.0,1.0,DAL,SAT,248,3.0,8.0,0,,0,,,,,,2008-06-09,"[600, 700)","[0, 30)","[-30, 0)",Dallas Love ,32.84711389,-96.85177222,San Antonio International,29.53369444,-98.46977778,2008-06-01
4299968,2008,2,9,6,1223.0,1225,1356.0,1400,AA,1279,N463AA,153.0,155.0,137.0,-4.0,-2.0,DFW,PHX,868,2.0,14.0,0,,0,,,,,,2008-02-09,"[1200, 1300)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2008-02-01
2436652,2008,11,1,6,1237.0,1239,1505.0,1506,FL,588,N308AT,148.0,147.0,135.0,-1.0,-2.0,MCO,ROC,1033,4.0,9.0,0,,0,,,,,,2008-11-01,"[1200, 1300)","[-30, 0)","[-30, 0)",Orlando International,28.42888889,-81.31602778,Greater Rochester Int'l,43.11886611,-77.67238389,2008-10-01
3940441,2008,2,21,4,1109.0,1110,1252.0,1253,UA,397,N365UA,163.0,163.0,134.0,-1.0,-1.0,ORD,DEN,888,9.0,20.0,0,,0,,,,,,2008-02-21,"[1100, 1200)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Denver Intl,39.85840806,-104.6670019,2008-02-01
150064,2008,1,26,6,1252.0,1255,1429.0,1426,UA,1590,N495UA,97.0,91.0,64.0,3.0,-3.0,SFO,LAS,414,5.0,28.0,0,,0,,,,,,2008-01-26,"[1200, 1300)","[-30, 0)","[0, 30)",San Francisco International,37.61900194,-122.3748433,McCarran International,36.08036111,-115.15233329999998,2008-01-01
629547,2008,9,11,4,1032.0,1003,1206.0,1150,XE,2935,N13914,94.0,107.0,76.0,16.0,29.0,BDL,CLE,475,6.0,12.0,0,,0,0.0,0.0,0.0,0.0,16.0,2008-09-11,"[1000, 1100)","[0, 30)","[0, 30)",Bradley International,41.93887417,-72.68322833,Cleveland-Hopkins Intl,41.41089417,-81.84939667,2008-09-01
2616851,2008,1,20,7,1751.0,1800,1859.0,1921,US,2185,N748UW,68.0,81.0,52.0,-22.0,-9.0,LGA,DCA,214,2.0,14.0,0,,0,,,,,,2008-01-20,"[1700, 1800)","[-30, 0)","[-30, 0)",LaGuardia,40.77724306,-73.87260917,Ronald Reagan Washington National,38.85208333,-77.03772222,2008-01-01
340460,2008,6,20,5,1852.0,1855,2153.0,2145,AA,1329,N497AA,181.0,170.0,137.0,8.0,-3.0,LGA,MCO,950,7.0,37.0,0,,0,,,,,,2008-06-20,"[1800, 1900)","[-30, 0)","[0, 30)",LaGuardia,40.77724306,-73.87260917,Orlando International,28.42888889,-81.31602778,2008-06-01
6731577,2008,10,22,3,1649.0,1653,1848.0,1833,OO,3886,N411SW,119.0,100.0,86.0,15.0,-4.0,SLC,FCA,532,5.0,28.0,0,,0,0.0,0.0,15.0,0.0,0.0,2008-10-22,"[1600, 1700)","[-30, 0)","[0, 30)",Salt Lake City Intl,40.78838778,-111.9777731,Glacier Park Intl,48.31140472,-114.25506940000001,2008-10-01
6471288,2008,10,11,6,1200.0,1207,1306.0,1315,OO,6627,N443SW,66.0,68.0,48.0,-9.0,-7.0,ORD,DSM,299,3.0,15.0,0,,0,,,,,,2008-10-11,"[1200, 1300)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Des Moines International,41.53493306,-93.66068222,2008-10-01
2480991,2008,9,8,1,831.0,835,1154.0,1210,MQ,3727,N690AE,143.0,155.0,128.0,-16.0,-4.0,DFW,GSO,999,3.0,12.0,0,,0,,,,,,2008-09-08,"[800, 900)","[-30, 0)","[-30, 0)",Dallas-Fort Worth International,32.89595056,-97.0372,Piedmont Triad International,36.09774694,-79.9372975,2008-09-01
3060769,2008,11,5,3,1023.0,1031,1210.0,1225,OO,6017,N953SW,107.0,114.0,89.0,-15.0,-8.0,ICT,ORD,588,7.0,11.0,0,,0,,,,,,2008-11-05,"[1000, 1100)","[-30, 0)","[-30, 0)",Wichita Mid-Continent,37.64995889,-97.43304583,Chicago O'Hare International,41.979595,-87.90446417,2008-11-01
1980266,2008,1,8,2,1727.0,1730,1833.0,1853,DL,1962,N911DE,66.0,83.0,49.0,-20.0,-3.0,DCA,LGA,214,4.0,13.0,0,,0,,,,,,2008-01-08,"[1700, 1800)","[-30, 0)","[-30, 0)",Ronald Reagan Washington National,38.85208333,-77.03772222,LaGuardia,40.77724306,-73.87260917,2008-01-01
2836458,2008,2,25,1,1742.0,1743,1830.0,1831,OO,5442,N227SW,48.0,48.0,31.0,-1.0,-1.0,PSP,LAX,110,8.0,9.0,0,,0,,,,,,2008-02-25,"[1700, 1800)","[-30, 0)","[-30, 0)",Palm Springs International,33.82921556,-116.5062531,Los Angeles International,33.94253611,-118.40807439999999,2008-02-01
3279666,2008,6,29,7,1514.0,1415,1608.0,1520,OO,3909,N802SK,114.0,125.0,95.0,48.0,59.0,SLC,SFO,599,5.0,14.0,0,,0,0.0,0.0,48.0,0.0,0.0,2008-06-29,"[1500, 1600)","[30, 60)","[30, 60)",Salt Lake City Intl,40.78838778,-111.9777731,San Francisco International,37.61900194,-122.3748433,2008-06-01
1901090,2008,3,1,6,1059.0,1100,1321.0,1320,XE,2206,N12922,142.0,140.0,121.0,1.0,-1.0,EWR,JAX,821,6.0,15.0,0,,0,,,,,,2008-03-01,"[1000, 1100)","[-30, 0)","[0, 30)",Newark Intl,40.69249722,-74.16866056,Jacksonville International,30.49405556,-81.68786111,2008-02-01
2121780,2008,8,5,2,920.0,925,1020.0,1035,US,964,N950UW,60.0,70.0,46.0,-15.0,-5.0,CLT,ORF,290,3.0,11.0,0,,0,,,,,,2008-08-05,"[900, 1000)","[-30, 0)","[-30, 0)",Charlotte/Douglas International,35.21401111,-80.94312583,Norfolk International,36.89461111,-76.20122222,2008-08-01
6668506,2008,3,19,3,820.0,821,917.0,923,OO,3736,N566SW,57.0,62.0,40.0,-6.0,-1.0,SLC,TWF,175,4.0,13.0,0,,0,,,,,,2008-03-19,"[800, 900)","[-30, 0)","[-30, 0)",Salt Lake City Intl,40.78838778,-111.9777731,Joslin Field - Magic Valley,42.48180389,-114.4877356,2008-03-01
569221,2008,11,29,6,1307.0,1307,1436.0,1446,XE,2939,N11181,89.0,99.0,46.0,-10.0,0.0,BTV,EWR,266,21.0,22.0,0,,0,,,,,,2008-11-29,"[1300, 1400)","[0, 30)","[-30, 0)",Burlington International,44.47300361,-73.1503125,Newark Intl,40.69249722,-74.16866056,2008-11-01
1150094,2008,11,6,4,1255.0,1255,1353.0,1356,OH,6525,N408CA,58.0,61.0,34.0,-3.0,0.0,GSP,ATL,153,10.0,14.0,0,,0,,,,,,2008-11-06,"[1200, 1300)","[0, 30)","[-30, 0)",Greenville-Spartanburg,34.89566722,-82.21885833,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,2008-11-01
3670379,2008,8,10,7,1311.0,1315,1418.0,1420,WN,2214,N448WN,67.0,65.0,46.0,-2.0,-4.0,BUR,SJC,296,3.0,18.0,0,,0,,,,,,2008-08-10,"[1300, 1400)","[-30, 0)","[-30, 0)",Burbank-Glendale-Pasadena,34.20061917,-118.3584969,San Jose International,37.36186194,-121.92900890000001,2008-08-01
4243973,2008,9,27,6,748.0,720,924.0,919,US,400,N648AW,276.0,299.0,255.0,5.0,28.0,BWI,PHX,1999,8.0,13.0,0,,0,,,,,,2008-09-27,"[700, 800)","[0, 30)","[0, 30)",Baltimore-Washington International,39.17540167,-76.66819833,Phoenix Sky Harbor International,33.43416667,-112.00805559999999,2008-09-01
5345457,2008,11,10,1,1201.0,1205,1540.0,1555,AA,1503,N249AA,159.0,170.0,145.0,-15.0,-4.0,ORD,RSW,1120,3.0,11.0,0,,0,,,,,,2008-11-10,"[1200, 1300)","[-30, 0)","[-30, 0)",Chicago O'Hare International,41.979595,-87.90446417,Southwest Florida International,26.53616667,-81.75516667,2008-11-01
5137994,2008,2,5,2,2102.0,1930,2328.0,2230,AA,1812,N056AA,146.0,180.0,129.0,58.0,92.0,MIA,JFK,1090,9.0,8.0,0,,0,18.0,0.0,0.0,0.0,40.0,2008-02-05,"[2100, 2200)","[90, 120)","[30, 60)",Miami International,25.79325,-80.29055556,John F Kennedy Intl,40.63975111,-73.77892556,2008-02-01
7008499,2008,8,14,4,911.0,914,1000.0,956,AS,65,N788AS,49.0,42.0,30.0,4.0,-3.0,KTN,WRG,82,4.0,15.0,0,,0,,,,,,2008-08-14,"[900, 1000)","[-30, 0)","[0, 30)",Ketchikan International,55.35556861,-131.71374,Wrangell,56.48432583,-132.3698242,2008-08-01
